model_name,image_name,dice,iou,ssim,accuracy,precision,recall,f1_score,hausdorff
MyModel,BV2_Phase_B4_1_00d20h00m_2.png,0.942467,0.891193,0.999686,0.990456,0.906293,0.981649,0.942467,6.0
MyModel,BV2_Phase_B4_1_00d20h00m_3.png,0.929158,0.867689,0.999549,0.988896,0.890738,0.971041,0.929158,71.063352
MyModel,BV2_Phase_B4_1_00d20h00m_4.png,0.883796,0.791787,0.999274,0.983463,0.803953,0.981246,0.883796,72.034714
MyModel,BV2_Phase_B4_1_01d00h00m_1.png,0.865723,0.763238,0.998853,0.978565,0.766941,0.993715,0.865723,79.711982
MyModel,BV2_Phase_B4_1_01d00h00m_2.png,0.887565,0.797857,0.998886,0.978098,0.803183,0.991758,0.887565,81.0
MyModel,BV2_Phase_B4_1_01d00h00m_3.png,0.892268,0.805491,0.999012,0.980649,0.814346,0.986681,0.892268,50.0
MyModel,BV2_Phase_B4_1_01d00h00m_4.png,0.889976,0.801763,0.999113,0.979417,0.813339,0.982557,0.889976,38.639358
MyModel,BV2_Phase_B4_1_01d04h00m_1.png,0.877792,0.782201,0.998784,0.975787,0.78434,0.996525,0.877792,62.225397
MyModel,BV2_Phase_B4_1_01d04h00m_2.png,0.900573,0.819129,0.998903,0.976614,0.821977,0.995788,0.900573,39.59798
MyModel,BV2_Phase_B4_1_01d04h00m_4.png,0.889701,0.801316,0.998874,0.974678,0.809768,0.987142,0.889701,47.010637
MyModel,BV2_Phase_B4_1_01d08h00m_1.png,0.852486,0.742899,0.997675,0.961429,0.744947,0.996313,0.852486,64.815122
MyModel,BV2_Phase_B4_1_01d08h00m_2.png,0.879901,0.785556,0.997945,0.964385,0.792543,0.988902,0.879901,31.575307
MyModel,BV2_Phase_B4_1_01d12h00m_1.png,0.857732,0.750902,0.997349,0.955502,0.753344,0.995701,0.857732,56.400355
MyModel,BV2_Phase_B4_1_01d12h00m_4.png,0.944567,0.894957,0.998859,0.978098,0.937091,0.952164,0.944567,58.898217
MyModel,BV2_Phase_B4_1_01d16h00m_1.png,0.886308,0.795829,0.996433,0.950768,0.80376,0.987753,0.886308,36.769553
MyModel,BV2_Phase_B4_1_01d16h00m_2.png,0.895641,0.811006,0.996149,0.943824,0.819775,0.986982,0.895641,22.0
MyModel,BV2_Phase_B4_1_01d16h00m_4.png,0.934976,0.877892,0.998871,0.969679,0.885451,0.99037,0.934976,67.720012
MyModel,BV2_Phase_B4_1_01d20h00m_1.png,0.900475,0.818966,0.996882,0.946258,0.829021,0.985407,0.900475,77.0
MyModel,BV2_Phase_B4_1_01d20h00m_2.png,0.899419,0.817222,0.995875,0.933542,0.825777,0.987482,0.899419,18.681542
MyModel,BV2_Phase_B4_1_01d20h00m_3.png,0.885566,0.794634,0.996316,0.946269,0.80515,0.983829,0.885566,90.785461
MyModel,BV2_Phase_B4_1_01d20h00m_4.png,0.947282,0.899843,0.997861,0.965625,0.927025,0.968444,0.947282,28.071338
MyModel,BV2_Phase_B4_1_02d00h00m_1.png,0.911496,0.837384,0.995018,0.936517,0.864789,0.963535,0.911496,40.0
MyModel,BV2_Phase_B4_1_02d00h00m_2.png,0.933881,0.875963,0.996255,0.942529,0.894618,0.976748,0.933881,27.294688
MyModel,BV2_Phase_B4_1_02d00h00m_3.png,0.875854,0.779129,0.993798,0.929535,0.807834,0.956383,0.875854,53.254108
MyModel,BV2_Phase_B4_1_02d00h00m_4.png,0.923534,0.857932,0.996445,0.94493,0.876758,0.975583,0.923534,62.801274
MyModel,BV2_Phase_B4_1_02d04h00m_1.png,0.863362,0.759576,0.990549,0.888257,0.771368,0.980271,0.863362,34.0
MyModel,BV2_Phase_B4_1_02d04h00m_2.png,0.80414,0.672437,0.98427,0.834752,0.681792,0.980003,0.80414,64.498062
MyModel,BV2_Phase_B4_1_02d04h00m_3.png,0.854305,0.745666,0.991975,0.907146,0.75529,0.983199,0.854305,74.625733
MyModel,BV2_Phase_B4_1_02d04h00m_4.png,0.93863,0.884357,0.996296,0.945373,0.935467,0.941815,0.93863,61.032778
MyModel,BV2_Phase_B4_1_02d08h00m_2.png,0.813386,0.685468,0.983317,0.832711,0.702132,0.966535,0.813386,78.816242
MyModel,BV2_Phase_B4_1_02d08h00m_3.png,0.857383,0.750367,0.989793,0.886298,0.790349,0.936841,0.857383,64.513564
MyModel,BV2_Phase_B4_1_02d08h00m_4.png,0.82646,0.704246,0.987115,0.850492,0.713323,0.982251,0.82646,72.801099
MyModel,BV2_Phase_B4_1_02d12h00m_1.png,0.855036,0.746779,0.990609,0.856272,0.800445,0.917618,0.855036,35.608988
MyModel,BV2_Phase_B4_1_02d12h00m_2.png,0.819541,0.694256,0.987453,0.834643,0.749535,0.90397,0.819541,55.470713
MyModel,BV2_Phase_B4_1_02d12h00m_3.png,0.838211,0.721483,0.990609,0.873402,0.751018,0.948309,0.838211,61.814238
MyModel,BV2_Phase_B4_1_02d16h00m_1.png,0.789716,0.652504,0.983244,0.79086,0.668075,0.965513,0.789716,61.400326
MyModel,BV2_Phase_B4_1_02d16h00m_2.png,0.696738,0.534611,0.974081,0.738975,0.538529,0.986572,0.696738,99.00505
MyModel,BV2_Phase_B4_1_02d16h00m_3.png,0.693869,0.53124,0.977532,0.768373,0.537907,0.977201,0.693869,112.538882
MyModel,BV2_Phase_B4_1_02d16h00m_4.png,0.765418,0.619982,0.978625,0.767163,0.622708,0.992988,0.765418,96.426138
MyModel,BV2_Phase_B4_1_02d20h00m_2.png,0.654902,0.48688,0.971248,0.714857,0.489496,0.989145,0.654902,114.021928
MyModel,BV2_Phase_B4_1_02d20h00m_3.png,0.702378,0.54128,0.976926,0.780534,0.551858,0.9658,0.702378,113.600176
MyModel,BV2_Phase_B4_1_02d20h00m_4.png,0.875009,0.777793,0.987027,0.855709,0.79448,0.973705,0.875009,38.626416
MyModel,BV2_Phase_B4_1_03d00h00m_1.png,0.850982,0.740617,0.985069,0.836418,0.772903,0.946609,0.850982,42.37924
MyModel,BV2_Phase_B4_1_03d00h00m_2.png,0.639073,0.469586,0.971045,0.737363,0.475143,0.975699,0.639073,206.47518
MyModel,BV2_Phase_B4_1_03d00h00m_3.png,0.706153,0.545778,0.978084,0.791447,0.55794,0.961593,0.706153,122.090131
MyModel,BV2_Phase_B4_1_03d00h00m_4.png,0.831302,0.711307,0.980606,0.807023,0.728405,0.968054,0.831302,47.074409
MyModel,BV2_Phase_B4_2_00d00h00m_1.png,0.893586,0.807642,0.999611,0.991584,0.840273,0.954123,0.893586,56.568542
MyModel,BV2_Phase_B4_2_00d00h00m_2.png,0.898755,0.816126,0.99972,0.993802,0.846658,0.957684,0.898755,118.848643
MyModel,BV2_Phase_B4_2_00d00h00m_3.png,0.922723,0.856533,0.999792,0.993944,0.8847,0.964161,0.922723,22.803509
MyModel,BV2_Phase_B4_2_00d00h00m_4.png,0.906954,0.82975,0.99977,0.993381,0.98655,0.839244,0.906954,6.324555
MyModel,BV2_Phase_B4_2_00d04h00m_1.png,0.900939,0.819735,0.999557,0.989191,0.980974,0.832978,0.900939,48.373546
MyModel,BV2_Phase_B4_2_00d04h00m_2.png,0.926734,0.863471,0.999801,0.994258,0.979805,0.879117,0.926734,22.090722
MyModel,BV2_Phase_B4_2_00d04h00m_3.png,0.899867,0.817962,0.999672,0.991778,0.830672,0.981637,0.899867,134.164079
MyModel,BV2_Phase_B4_2_00d04h00m_4.png,0.909013,0.833203,0.999764,0.994179,0.85317,0.972679,0.909013,82.152298
MyModel,BV2_Phase_B4_2_00d08h00m_1.png,0.888471,0.799323,0.999531,0.988669,0.824657,0.962989,0.888471,52.810984
MyModel,BV2_Phase_B4_2_00d08h00m_2.png,0.90799,0.831486,0.999675,0.992816,0.931453,0.885681,0.90799,141.777995
MyModel,BV2_Phase_B4_2_00d08h00m_3.png,0.87768,0.782023,0.999448,0.987984,0.971918,0.800101,0.87768,40.024992
MyModel,BV2_Phase_B4_2_00d08h00m_4.png,0.865299,0.762579,0.999522,0.990062,0.963632,0.785177,0.865299,123.967738
MyModel,BV2_Phase_B4_2_00d12h00m_1.png,0.931212,0.871278,0.999646,0.990824,0.970628,0.894871,0.931212,73.498299
MyModel,BV2_Phase_B4_2_00d12h00m_2.png,0.910775,0.836168,0.999624,0.990895,0.975178,0.854352,0.910775,167.630546
MyModel,BV2_Phase_B4_2_00d12h00m_3.png,0.918001,0.848431,0.999647,0.991316,0.973309,0.868642,0.918001,63.812225
MyModel,BV2_Phase_B4_2_00d12h00m_4.png,0.840531,0.724927,0.999302,0.989166,0.741277,0.970474,0.840531,147.719328
MyModel,BV2_Phase_B4_2_00d16h00m_1.png,0.853607,0.744602,0.998612,0.979677,0.75149,0.98784,0.853607,93.8616
MyModel,BV2_Phase_B4_2_00d16h00m_2.png,0.861358,0.756478,0.999164,0.986727,0.77421,0.970613,0.861358,189.169236
MyModel,BV2_Phase_B4_2_00d16h00m_3.png,0.930171,0.869458,0.999704,0.991595,0.910602,0.950601,0.930171,45.221676
MyModel,BV2_Phase_B4_2_00d20h00m_1.png,0.949036,0.903014,0.999689,0.990437,0.942709,0.955447,0.949036,52.430907
MyModel,BV2_Phase_B4_2_00d20h00m_3.png,0.938118,0.883448,0.999624,0.990442,0.927797,0.948671,0.938118,42.720019
MyModel,BV2_Phase_B4_2_00d20h00m_4.png,0.939887,0.886591,0.999678,0.993365,0.918452,0.962345,0.939887,86.348133
MyModel,BV2_Phase_B4_2_01d00h00m_1.png,0.953294,0.910757,0.999622,0.988787,0.94742,0.959243,0.953294,27.658633
MyModel,BV2_Phase_B4_2_01d00h00m_2.png,0.95185,0.908124,0.999714,0.991125,0.951385,0.952316,0.95185,52.801515
MyModel,BV2_Phase_B4_2_01d00h00m_4.png,0.942785,0.891763,0.999586,0.991633,0.928921,0.957069,0.942785,59.076222
MyModel,BV2_Phase_B4_2_01d04h00m_1.png,0.95535,0.914517,0.999558,0.98694,0.949295,0.961483,0.95535,39.560081
MyModel,BV2_Phase_B4_2_01d04h00m_2.png,0.939605,0.88609,0.999528,0.987213,0.910553,0.970573,0.939605,50.911688
MyModel,BV2_Phase_B4_2_01d04h00m_3.png,0.933687,0.875623,0.999318,0.984722,0.898439,0.971814,0.933687,79.075913
MyModel,BV2_Phase_B4_2_01d04h00m_4.png,0.905684,0.827626,0.998827,0.982649,0.850877,0.968037,0.905684,82.540899
MyModel,BV2_Phase_B4_2_01d08h00m_1.png,0.927367,0.864571,0.998575,0.973448,0.875896,0.985265,0.927367,73.824115
MyModel,BV2_Phase_B4_2_01d08h00m_2.png,0.951447,0.907391,0.999493,0.985703,0.945222,0.957755,0.951447,52.325902
MyModel,BV2_Phase_B4_2_01d08h00m_4.png,0.948839,0.902658,0.999486,0.987563,0.936807,0.961184,0.948839,68.066144
MyModel,BV2_Phase_B4_2_01d12h00m_1.png,0.931708,0.872147,0.998249,0.970332,0.903336,0.961919,0.931708,27.856777
MyModel,BV2_Phase_B4_2_01d12h00m_2.png,0.910257,0.835296,0.99831,0.96928,0.843499,0.988492,0.910257,67.082039
MyModel,BV2_Phase_B4_2_01d12h00m_3.png,0.912009,0.838251,0.998357,0.967832,0.843884,0.992099,0.912009,73.498299
MyModel,BV2_Phase_B4_2_01d12h00m_4.png,0.880741,0.786896,0.997655,0.964674,0.791894,0.992043,0.880741,60.083276
MyModel,BV2_Phase_B4_2_01d16h00m_1.png,0.885927,0.795215,0.996848,0.93617,0.809922,0.977675,0.885927,77.201036
MyModel,BV2_Phase_B4_2_01d16h00m_2.png,0.88832,0.799078,0.997636,0.952128,0.808271,0.985967,0.88832,73.552702
MyModel,BV2_Phase_B4_2_01d16h00m_3.png,0.908725,0.832718,0.997775,0.955802,0.850399,0.97564,0.908725,70.880181
MyModel,BV2_Phase_B4_2_01d16h00m_4.png,0.909027,0.833225,0.998332,0.96622,0.847885,0.979671,0.909027,58.137767
MyModel,BV2_Phase_B4_2_01d20h00m_1.png,0.916715,0.846236,0.995583,0.942788,0.871042,0.967443,0.916715,50.921508
MyModel,BV2_Phase_B4_2_01d20h00m_2.png,0.958142,0.919647,0.998856,0.975393,0.950457,0.965952,0.958142,15.811388
MyModel,BV2_Phase_B4_2_01d20h00m_3.png,0.942834,0.89185,0.997886,0.963729,0.919285,0.967621,0.942834,19.0
MyModel,BV2_Phase_B4_2_01d20h00m_4.png,0.942006,0.89037,0.99829,0.971471,0.923414,0.961363,0.942006,50.606324
MyModel,BV2_Phase_B4_2_02d00h00m_1.png,0.866554,0.764531,0.993046,0.896539,0.788588,0.961628,0.866554,35.0
MyModel,BV2_Phase_B4_2_02d00h00m_2.png,0.892152,0.805302,0.995987,0.931064,0.827257,0.968095,0.892152,48.764741
MyModel,BV2_Phase_B4_2_02d00h00m_3.png,0.86956,0.769223,0.993415,0.903461,0.779675,0.98287,0.86956,44.0
MyModel,BV2_Phase_B4_2_02d00h00m_4.png,0.870268,0.770332,0.995627,0.93075,0.796183,0.959555,0.870268,45.276926
MyModel,BV2_Phase_B4_2_02d04h00m_1.png,0.913553,0.840862,0.993946,0.91165,0.920959,0.906264,0.913553,24.041631
MyModel,BV2_Phase_B4_2_02d04h00m_2.png,0.925535,0.861391,0.99634,0.937956,0.92558,0.925489,0.925535,37.536649
MyModel,BV2_Phase_B4_2_02d04h00m_3.png,0.931789,0.872289,0.996049,0.932195,0.908608,0.956184,0.931789,27.513633
MyModel,BV2_Phase_B4_2_02d04h00m_4.png,0.921913,0.855137,0.997169,0.950699,0.904352,0.940169,0.921913,48.010416
MyModel,BV2_Phase_B4_2_02d08h00m_1.png,0.873741,0.775791,0.991884,0.877174,0.820298,0.934634,0.873741,47.010637
MyModel,BV2_Phase_B4_2_02d08h00m_2.png,0.889151,0.800425,0.994391,0.909031,0.837664,0.947383,0.889151,21.931712
MyModel,BV2_Phase_B4_2_02d08h00m_3.png,0.887022,0.796981,0.992497,0.879518,0.821804,0.963485,0.887022,31.827661
MyModel,BV2_Phase_B4_2_02d08h00m_4.png,0.877398,0.781575,0.99442,0.91822,0.818129,0.945924,0.877398,94.593869
MyModel,BV2_Phase_B4_2_02d12h00m_1.png,0.840287,0.724565,0.988073,0.828163,0.845163,0.835468,0.840287,45.891176
MyModel,BV2_Phase_B4_2_02d12h00m_2.png,0.872394,0.77367,0.991091,0.891237,0.814657,0.93894,0.872394,47.927028
MyModel,BV2_Phase_B4_2_02d12h00m_3.png,0.842601,0.728012,0.984545,0.832799,0.743126,0.972822,0.842601,62.008064
MyModel,BV2_Phase_B4_2_02d12h00m_4.png,0.847267,0.735007,0.989484,0.884984,0.7524,0.969508,0.847267,109.224539
MyModel,BV2_Phase_B4_2_02d16h00m_1.png,0.822857,0.699029,0.980534,0.785238,0.921315,0.743411,0.822857,42.638011
MyModel,BV2_Phase_B4_2_02d16h00m_2.png,0.880992,0.787297,0.991597,0.882572,0.922743,0.842855,0.880992,44.271887
MyModel,BV2_Phase_B4_2_02d16h00m_4.png,0.88293,0.790398,0.992043,0.894244,0.912136,0.855536,0.88293,44.102154
MyModel,BV2_Phase_B4_2_02d20h00m_1.png,0.827587,0.705883,0.984692,0.823091,0.830171,0.825019,0.827587,57.384667
MyModel,BV2_Phase_B4_2_02d20h00m_2.png,0.876054,0.779446,0.989285,0.868064,0.930642,0.827516,0.876054,35.171011
MyModel,BV2_Phase_B4_2_02d20h00m_3.png,0.882958,0.790443,0.987652,0.847708,0.929668,0.840717,0.882958,24.33105
MyModel,BV2_Phase_B4_2_02d20h00m_4.png,0.887177,0.797231,0.992463,0.8959,0.887616,0.886739,0.887177,24.083189
MyModel,BV2_Phase_B4_2_03d00h00m_2.png,0.858163,0.751563,0.989882,0.870435,0.826095,0.892821,0.858163,35.22783
MyModel,BV2_Phase_B4_2_03d00h00m_3.png,0.865563,0.76299,0.986434,0.837953,0.799704,0.943244,0.865563,34.438351
MyModel,BV2_Phase_B4_2_03d00h00m_4.png,0.854382,0.745783,0.989554,0.8753,0.784623,0.937756,0.854382,28.301943
MyModel,BV2_Phase_C4_1_00d00h00m_1.png,0.920231,0.852247,0.999795,0.994217,0.971285,0.874275,0.920231,73.006849
MyModel,BV2_Phase_C4_1_00d00h00m_2.png,0.887992,0.798548,0.999705,0.992876,0.971251,0.81788,0.887992,47.265209
MyModel,BV2_Phase_C4_1_00d00h00m_3.png,0.915571,0.844288,0.999779,0.994247,0.9223,0.908939,0.915571,61.611687
MyModel,BV2_Phase_C4_1_00d00h00m_4.png,0.89989,0.818,0.999466,0.991548,0.872068,0.929545,0.89989,44.777226
MyModel,BV2_Phase_C4_1_00d04h00m_1.png,0.893351,0.807258,0.999673,0.992963,0.839611,0.954441,0.893351,49.091751
MyModel,BV2_Phase_C4_1_00d04h00m_4.png,0.877909,0.782386,0.999421,0.990125,0.806766,0.962812,0.877909,74.946648
MyModel,BV2_Phase_C4_1_00d08h00m_2.png,0.879241,0.784506,0.999422,0.989773,0.801906,0.973085,0.879241,82.036577
MyModel,BV2_Phase_C4_1_00d08h00m_3.png,0.863642,0.760008,0.999458,0.990141,0.79324,0.947757,0.863642,71.589105
MyModel,BV2_Phase_C4_1_00d08h00m_4.png,0.841793,0.726807,0.999206,0.985738,0.750122,0.958989,0.841793,56.603887
MyModel,BV2_Phase_C4_1_00d12h00m_1.png,0.8497,0.738676,0.999486,0.989,0.755793,0.970252,0.8497,86.406018
MyModel,BV2_Phase_C4_1_00d12h00m_3.png,0.891341,0.803981,0.999604,0.991204,0.860447,0.924536,0.891341,83.240615
MyModel,BV2_Phase_C4_1_00d12h00m_4.png,0.869224,0.768697,0.999146,0.985528,0.799737,0.951936,0.869224,58.189346
MyModel,BV2_Phase_C4_1_00d16h00m_1.png,0.873183,0.774911,0.999418,0.988751,0.797401,0.964881,0.873183,87.321246
MyModel,BV2_Phase_C4_1_00d16h00m_2.png,0.888429,0.799256,0.999349,0.986732,0.830028,0.955671,0.888429,42.296572
MyModel,BV2_Phase_C4_1_00d16h00m_3.png,0.886202,0.795657,0.999525,0.989486,0.829937,0.95065,0.886202,36.221541
MyModel,BV2_Phase_C4_1_00d20h00m_2.png,0.941668,0.889767,0.999642,0.990737,0.907436,0.978584,0.941668,49.73932
MyModel,BV2_Phase_C4_1_00d20h00m_3.png,0.894495,0.809127,0.999423,0.988598,0.817955,0.986838,0.894495,76.791927
MyModel,BV2_Phase_C4_1_01d00h00m_1.png,0.865652,0.763127,0.998936,0.982908,0.767982,0.991784,0.865652,90.077744
MyModel,BV2_Phase_C4_1_01d00h00m_2.png,0.903776,0.824445,0.998984,0.981089,0.828627,0.993916,0.903776,51.156622
MyModel,BV2_Phase_C4_1_01d00h00m_3.png,0.876446,0.780066,0.999007,0.982436,0.787554,0.987957,0.876446,88.232647
MyModel,BV2_Phase_C4_1_01d00h00m_4.png,0.925892,0.86201,0.999209,0.984189,0.882287,0.974031,0.925892,65.0
MyModel,BV2_Phase_C4_1_01d04h00m_1.png,0.935237,0.878353,0.999575,0.988653,0.893956,0.980517,0.935237,21.0
MyModel,BV2_Phase_C4_1_01d04h00m_2.png,0.951312,0.907146,0.999565,0.988265,0.922904,0.981525,0.951312,49.73932
MyModel,BV2_Phase_C4_1_01d04h00m_3.png,0.941615,0.889672,0.999572,0.989396,0.91841,0.966024,0.941615,70.880181
MyModel,BV2_Phase_C4_1_01d04h00m_4.png,0.913439,0.84067,0.998819,0.977379,0.858088,0.976424,0.913439,74.732858
MyModel,BV2_Phase_C4_1_01d08h00m_1.png,0.905824,0.827859,0.999076,0.978497,0.844856,0.976275,0.905824,42.720019
MyModel,BV2_Phase_C4_1_01d08h00m_2.png,0.92273,0.856546,0.999001,0.976196,0.871641,0.980182,0.92273,46.518813
MyModel,BV2_Phase_C4_1_01d08h00m_4.png,0.932741,0.873959,0.998585,0.97603,0.888339,0.981814,0.932741,28.231188
MyModel,BV2_Phase_C4_1_01d12h00m_1.png,0.915677,0.844468,0.998595,0.975243,0.865805,0.971645,0.915677,43.908997
MyModel,BV2_Phase_C4_1_01d12h00m_4.png,0.842347,0.727634,0.995903,0.941346,0.732484,0.990982,0.842347,71.8401
MyModel,BV2_Phase_C4_1_01d16h00m_1.png,0.899773,0.817807,0.997701,0.963382,0.829064,0.983668,0.899773,119.104996
MyModel,BV2_Phase_C4_1_01d16h00m_2.png,0.913643,0.841016,0.997247,0.955455,0.851316,0.985818,0.913643,32.140317
MyModel,BV2_Phase_C4_1_01d16h00m_3.png,0.020877,0.010549,0.977213,0.810648,0.010549,0.994616,0.020877,436.004587
MyModel,BV2_Phase_C4_1_01d20h00m_1.png,0.805021,0.673669,0.994759,0.920651,0.682269,0.981633,0.805021,50.009999
MyModel,BV2_Phase_C4_1_01d20h00m_2.png,0.812261,0.683872,0.991153,0.887691,0.688499,0.990269,0.812261,63.812225
MyModel,BV2_Phase_C4_1_01d20h00m_3.png,0.827628,0.705943,0.994375,0.924801,0.713411,0.985388,0.827628,58.463664
MyModel,BV2_Phase_C4_1_02d00h00m_1.png,0.929274,0.867891,0.997255,0.958181,0.912881,0.946267,0.929274,77.058419
MyModel,BV2_Phase_C4_1_02d00h00m_2.png,0.932926,0.874284,0.996094,0.941084,0.916273,0.950195,0.932926,22.36068
MyModel,BV2_Phase_C4_1_02d00h00m_3.png,0.940754,0.888136,0.998031,0.96371,0.924174,0.957941,0.940754,56.035703
MyModel,BV2_Phase_C4_1_02d00h00m_4.png,0.8912,0.803751,0.993132,0.913516,0.812912,0.986173,0.8912,40.261644
MyModel,BV2_Phase_C4_1_02d04h00m_1.png,0.841922,0.726999,0.990963,0.901371,0.747597,0.963485,0.841922,56.435804
MyModel,BV2_Phase_C4_1_02d04h00m_2.png,0.886806,0.796632,0.991467,0.891925,0.818424,0.967657,0.886806,40.311289
MyModel,BV2_Phase_C4_1_02d04h00m_4.png,0.923548,0.857955,0.994961,0.920414,0.887575,0.962559,0.923548,45.607017
MyModel,BV2_Phase_C4_1_02d08h00m_1.png,0.901621,0.820865,0.994646,0.924732,0.853624,0.955336,0.901621,19.849433
MyModel,BV2_Phase_C4_1_02d08h00m_2.png,0.895447,0.810687,0.992521,0.898937,0.863535,0.929808,0.895447,69.584481
MyModel,BV2_Phase_C4_1_02d08h00m_4.png,0.930258,0.86961,0.994798,0.919793,0.914015,0.947089,0.930258,32.0
MyModel,BV2_Phase_C4_1_02d12h00m_1.png,0.908961,0.833115,0.994898,0.927849,0.888759,0.930104,0.908961,47.381431
MyModel,BV2_Phase_C4_1_02d12h00m_2.png,0.823724,0.700282,0.984397,0.836986,0.721457,0.959773,0.823724,84.148678
MyModel,BV2_Phase_C4_1_02d12h00m_3.png,0.894854,0.809715,0.99157,0.898443,0.829822,0.970946,0.894854,41.617304
MyModel,BV2_Phase_C4_1_02d12h00m_4.png,0.859344,0.753377,0.985399,0.843742,0.766399,0.977944,0.859344,78.160092
MyModel,BV2_Phase_C4_1_02d16h00m_1.png,0.876816,0.780653,0.993595,0.902136,0.847276,0.908491,0.876816,39.0
MyModel,BV2_Phase_C4_1_02d16h00m_2.png,0.826875,0.704848,0.987098,0.840136,0.738386,0.939461,0.826875,45.54119
MyModel,BV2_Phase_C4_1_02d16h00m_3.png,0.882949,0.790429,0.992433,0.889202,0.835976,0.935515,0.882949,23.021729
MyModel,BV2_Phase_C4_1_02d16h00m_4.png,0.894714,0.809486,0.991652,0.870883,0.86795,0.92318,0.894714,64.845971
MyModel,BV2_Phase_C4_1_02d20h00m_1.png,0.877326,0.781461,0.993459,0.899336,0.842738,0.914874,0.877326,44.102154
MyModel,BV2_Phase_C4_1_02d20h00m_2.png,0.84262,0.728041,0.986511,0.833392,0.83036,0.855247,0.84262,36.359318
MyModel,BV2_Phase_C4_1_02d20h00m_3.png,0.873771,0.775838,0.99113,0.877573,0.81709,0.938903,0.873771,31.906112
MyModel,BV2_Phase_C4_1_02d20h00m_4.png,0.877068,0.781052,0.988873,0.84861,0.79942,0.971423,0.877068,52.0
MyModel,BV2_Phase_C4_1_03d00h00m_1.png,0.854405,0.745818,0.991069,0.887735,0.756475,0.98146,0.854405,137.437258
MyModel,BV2_Phase_C4_1_03d00h00m_2.png,0.832843,0.713566,0.987376,0.845818,0.741127,0.950466,0.832843,123.49089
MyModel,BV2_Phase_C4_1_03d00h00m_3.png,0.893461,0.807437,0.991394,0.885659,0.86401,0.92499,0.893461,21.023796
MyModel,BV2_Phase_C4_1_03d00h00m_4.png,0.898822,0.816236,0.989347,0.863167,0.88456,0.91355,0.898822,36.878178
MyModel,BV2_Phase_C4_2_00d00h00m_1.png,0.881009,0.787325,0.999545,0.990879,0.808278,0.968123,0.881009,61.032778
MyModel,BV2_Phase_C4_2_00d00h00m_2.png,0.909763,0.834464,0.999748,0.993332,0.863509,0.961253,0.909763,43.081318
MyModel,BV2_Phase_C4_2_00d00h00m_3.png,0.882635,0.789926,0.999563,0.991444,0.808083,0.972341,0.882635,58.412327
MyModel,BV2_Phase_C4_2_00d04h00m_1.png,0.912878,0.83972,0.999536,0.991316,0.897457,0.928838,0.912878,77.129761
MyModel,BV2_Phase_C4_2_00d04h00m_2.png,0.93148,0.871748,0.999773,0.993805,0.949086,0.914516,0.93148,72.835431
MyModel,BV2_Phase_C4_2_00d04h00m_3.png,0.926271,0.862668,0.999668,0.993171,0.921272,0.931325,0.926271,67.468511
MyModel,BV2_Phase_C4_2_00d04h00m_4.png,0.931178,0.871219,0.999733,0.994662,0.919071,0.943608,0.931178,42.190046
MyModel,BV2_Phase_C4_2_00d08h00m_1.png,0.852555,0.743003,0.999409,0.985978,0.750708,0.986374,0.852555,47.434165
MyModel,BV2_Phase_C4_2_00d08h00m_2.png,0.911236,0.836945,0.999677,0.99145,0.962728,0.864973,0.911236,86.977008
MyModel,BV2_Phase_C4_2_00d08h00m_3.png,0.822838,0.699001,0.999255,0.984853,0.704161,0.989625,0.822838,43.011626
MyModel,BV2_Phase_C4_2_00d08h00m_4.png,0.835253,0.717112,0.999503,0.989491,0.728305,0.979018,0.835253,48.600412
MyModel,BV2_Phase_C4_2_00d12h00m_1.png,0.839779,0.723809,0.999146,0.981881,0.735446,0.978607,0.839779,39.812058
MyModel,BV2_Phase_C4_2_00d12h00m_2.png,0.921912,0.855135,0.999608,0.99172,0.908546,0.935676,0.921912,83.934498
MyModel,BV2_Phase_C4_2_00d12h00m_4.png,0.909561,0.834124,0.999609,0.992931,0.866272,0.957405,0.909561,15.231546
MyModel,BV2_Phase_C4_2_00d16h00m_1.png,0.918887,0.849946,0.999381,0.988699,0.908608,0.929401,0.918887,42.047592
MyModel,BV2_Phase_C4_2_00d16h00m_2.png,0.92619,0.862527,0.999608,0.990426,0.948338,0.905054,0.92619,35.128336
MyModel,BV2_Phase_C4_2_00d16h00m_3.png,0.847289,0.73504,0.999073,0.980829,0.749413,0.974571,0.847289,57.245087
MyModel,BV2_Phase_C4_2_00d16h00m_4.png,0.876727,0.780512,0.999609,0.990131,0.789771,0.985201,0.876727,21.213203
MyModel,BV2_Phase_C4_2_00d20h00m_1.png,0.930579,0.87017,0.999524,0.987975,0.910449,0.951619,0.930579,76.537572
MyModel,BV2_Phase_C4_2_00d20h00m_2.png,0.920787,0.853202,0.99949,0.988459,0.91884,0.922742,0.920787,82.86133
MyModel,BV2_Phase_C4_2_00d20h00m_3.png,0.930295,0.869673,0.999542,0.988421,0.913368,0.94786,0.930295,69.835521
MyModel,BV2_Phase_C4_2_00d20h00m_4.png,0.935892,0.879508,0.999773,0.993228,0.905837,0.968009,0.935892,94.514549
MyModel,BV2_Phase_C4_2_01d00h00m_1.png,0.909601,0.834191,0.998865,0.9809,0.879293,0.942073,0.909601,87.823687
MyModel,BV2_Phase_C4_2_01d00h00m_2.png,0.922274,0.85576,0.999381,0.985959,0.92233,0.922219,0.922274,73.409809
